Catalogue,Composition,Condition,Date,Mint_Mark,Other_Details,Province_Mint,Soverign_Issuer,Weight,wreck,image_url,type
Type Yr 1194/II,Silver,aG,1624.0,N*R,Netherlands Rego Number: 3075-05,Santa Fe,Felipe IV,23.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03075-001.jpg,8 Reales
Yr,Silver,VG/F,1651.0,R,"Now thought to be doubtful,not Burgos ? Madrid  (S JW )21-5-8",Burgos,Felipe IV,10.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03077-001.jpg,4 Reales
Yr,Silver,aG,1651.0,,"Rare
Netherlands Rego Number: 3078-01",Unidentified,Felipe IV,12.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03078-001.jpg,4 Reales
,Silver,P Corroded,1651.0,,,Segovia,Felipe IV,0.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03079-001.jpg,Real
Type of  Yr 1299,Silver,P Corroded,1651.0,,,Segovia,Felipe IV,2.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03080-001.jpg,2 Reales
Type of  Yr 1299,Silver,P,1651.0,,Doubtful attribution,Segovia,Felipe IV,20.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03081-001.jpg,8 Reales
Yr1357,Silver,P Corroded,1651.0,,"16 Mint Royal Mint
Netherlands Rego Number: 3082-04",Segovia,Felipe IV,17.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03082-001.jpg,8 Reales
Yr 1292,Silver,P,1597.0,,Mint Old mint,Segovia,Felipe IV,17.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03083-001.jpg,8 Reales
Yr1350,Silver,P Corroded,0.0,,"Short cross not meeting border
Netherlands Rego Number: 3085-01",Toledo,Felipe,15.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03085-001.jpg,8 Reales
type Yr308,Silver,P,1650.0,oT,,Toledo,Felipe,9.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03088-001.jpg,8 Reales
type Yr308,Silver,aG,1650.0,oA,Netherlands Rego Number: 3089-02,Madrid,Felipe,25.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03089-001.jpg,8 Reales
,Silver,P,0.0,,,Seville,Unknown,10.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03091-001.jpg,8 Reales
,Silver,P,0.0,,,Seville,Unknown,23.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03092-001.jpg,8 Reales
,Silver,P,0.0,,,Seville,Unknown,8.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03093-001.jpg,8 Reales
Yr,Silver,Broken,0.0,,found under cascabel of cannon # 12 in concretion,Brabant,Felipe IV,21.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03094-001.jpg,Daalder
Yr 528,Silver,aG,1650.0,oM P,,Mexico,Felipe IV,24.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03096-001.jpg,8 Reales
Yr 528,Silver,aG,1650.0,,,Mexico,Felipe IV,23.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03097-001.jpg,8 Reales
Type of Yr 1431,Silver,aG,1650.0,,,Seville,Felipe IV,24.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03098-001.jpg,8 Reales
Yr 529,Silver,P Corroded,1650.0,,,Santa Fe,Felipe IV,10.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03099-001.jpg,8 Reales
Yr 529,Silver,G,1650.0,oMP,,Mexico,Felipe IV,23.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03600-001.jpg,8 Reales
Yr 529,Silver,G,1650.0,oM P,,Mexico,Felipe IV,13.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03601-001.jpg,4 Reales
Type Yr 529,Silver,G,1650.0,oM P,,Mexico,Felipe IV,12.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03602-001.jpg,4 Reales
Yr 529,Silver,P,1650.0,,,Mexico,Felipe IV,20.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03603-001.jpg,8 Reales
Yr 529,Silver,F,1653.0,oM P,,Mexico,Felipe,24.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03604-001.jpg,8 Reales
Yriarte 530,Silver,aG,1654.0,oM P,,Mexico,Felipe IV,23.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03605-001.jpg,8 Reales
Yr 971,Silver,G,1652.0,AP 8 E,,Potosi,Felipe IV,22.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03607-001.jpg,8 Reales
Yr 970,Silver,P,1652.0,P E,"1. Coin sampled on 20/04/16 by J.Green.
2. Coin sampled on 15/03/17 by J.Green.",Potosi,Felipe,19.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03609-002.jpg,8 Reales
,Silver,P Corroded,1652.0,,,Potosi,Felipe IV,16.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03610-001.jpg,8 Reales
Yr 304,Silver,G,1651.0,,Netherlands Rego Number: 3611-01,Potosi,Felipe IV,13.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03611-001.jpg,4 Reales
,Silver,aG,1651.0,,,Seville,Felipe,19.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03613-001.jpg,8 Reales
,Silver,aG,1651.0,,,Seville,Felipe IV,25.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03614-001.jpg,8 Reales
Yr 971,Silver,aG,1651.0,S,,Seville,Felipe,10.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03615-001.jpg,4 Reales
Yr 971,Silver,P,1653.0,,"1. Coin sampled on 20/04/16 by J.Green.
2. Coin sampled on 01/06/16 by J.Green.
3. Coin sampled on 15/03/17 by J.Green.",Potosi,Felipe IV,17.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03616-002.jpg,8 Reales
Yr 941,Silver,P,1653.0,,"1. Coin sampled on 20/04/16 by J.Green.
2. Coin sampled on 01/06/16 by J.Green.
3. Coin sampled on 15/03/17 by J.Green.",Potosi,Felipe IV,16.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03617-002.jpg,8 Reales
Yr 970,Silver,P/G,1652.0,,"1. Coin sampled on 20/04/16 by J.Green.
2. Coin sampled on 01/06/16 by J.Green.
3. Coin sampled on 15/03/17 by J.Green.",Potosi,Felipe IV,20.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03618-002.jpg,8 Reales
YR 970,Silver,P,1652.0,,,Potosi,Felipe IV,21.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03619-001.jpg,8 Reales
,Silver,P Corroded,0.0,,,Potosi,Felipe IV,11.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03620-001.jpg,8 Reales
Yr 1352,Silver,P,1636.0,II Aqueduct R,Assayer Raphael Salvan,Segovia,Felipe IV,18.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03622-001.jpg,8 Reales
Yr 475,Silver,VP,1637.0,,Netherlands Rego Number: 3623-06,Segovia,Felipe IV,2.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03623-001.jpg,2 Reales
Similar Yr 1200,Silver,P Corroded,1620.0,yes shield,Part only. Private property of crew.,Zeeland,Estates General,10.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03625-001.jpg,Rijksdaalder
Similar Yr 1200,Silver,VP,1652.0,,Part,Santa Fe,Felipe IV,3.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03627-001.jpg,4 Reales
Yr1298,Silver,P,1627.0,,Mint old mint,Segovia,Felipe IV,9.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03628-001.jpg,4 Reales
Yr 922,Silver,P,1590.0,,,Potosi,Felipe III,19.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03629-001.jpg,8 Reales
Yr 922,Silver,P,1590.0,,,Potosi,Felipe III,21.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03630-001.jpg,8 Reales
Yr 922,Silver,P,1650.0,,Netherlands Rego Number: 3631-01,Madrid,Felipe IV,21.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03631-001.jpg,8 Reales
Yr 922,Silver,P,1653.0,,,Madrid,Felipe IV,18.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03632-001.jpg,8 Reales
Yr 922,Silver,P,1650.0,,,Mexico,Felipe IV,5.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03856-001.jpg,2 Reales
Yr 922,Silver,P,1650.0,oM P,,Mexico,Felipe IV,4.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03857-001.jpg,2 Reales
Yr 922,Silver,P,1650.0,,,Mexico,Felipe IV,5.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03858-001.jpg,2 Reales
Yr 922,Silver,P,1650.0,,,Mexico,Felipe IV,4.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03859-001.jpg,2 Reales
Yr 922,Silver,aG,1650.0,,,Mexico,Felipe IV,6.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03860-001.jpg,2 Reales
Yr 922,Silver,aG,1650.0,,,Mexico,Felipe IV,10.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03862-001.jpg,4 Reales
Yr 922,Silver,G,1650.0,,,Mexico,Felipe IV,12.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03863-001.jpg,4 Reales
Yr 922,Silver,G,1650.0,,,Mexico,Felipe IV,10.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03864-001.jpg,4 Reales
Yr 922,Silver,P,1650.0,,,Mexico,Felipe IV,10.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03865-001.jpg,4 Reales
Yr 922,Silver,G,1650.0,,,Mexico,Felipe IV,11.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03866-001.jpg,4 Reales
Type of Yr 528,Silver,G,1650.0,M p,,Mexico,Felipe IV,24.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03967-001.jpg,8 Reales
Type of Yr 528,Silver,G,1650.0,M p,,Mexico,Felipe IV,24.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03968-001.jpg,8 Reales
Yriarte 584,Silver,VG,1655.0,,,Mexico,Felipe IV,10.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT02413-004.jpg,4 Reales
Yriarte 584,Silver,aG,1650.0,,,Mexico,Felipe IV,12.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT02416-010.jpg,4 Reales
Yriarte 584,Silver,aG,1650.0,,,Mexico,Felipe IV,12.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT02417-012.jpg,4 Reales
Yriarte 526,Silver,G,1650.0,,,Mexico,Felipe IV,11.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT02431-010.jpg,4 Reales
Yriarte 526,Silver,G,1650.0,oM P,,Mexico,Felipe IV,12.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT02433-010.jpg,4 Reales
Yriarte 526,Silver,G,1650.0,oM P4,,Mexico,Felipe IV,12.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT02435-010.jpg,4 Reales
Yriarte 526,Silver,aG,1650.0,,,Mexico,Felipe IV,12.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT02457-010.jpg,4 Reales
Yriarte 526,Silver,G,1650.0,oM,,Mexico,Felipe IV,11.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT02516-003.jpg,4 Reales
Yriarte 526,Silver,G,1650.0,,,Mexico,Felipe IV,13.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT02528-003.jpg,4 Reales
Yriarte 526,Silver,F/P,1640.0,,Flowery Cross,Mexico,Felipe IV,20.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT02537-010.jpg,8 Reales
Yriarte 526,Silver,G,1648.0,48,48,Mexico,Felipe IV,26.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT02541-010.jpg,8 Reales
,Silver,VG,1652.0,oM P,8,Mexico,Felipe IV,24.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT02563-010.jpg,8 Reales
,Silver,G,0.0,oM,,Mexico,Felipe IV,24.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT02673-003.jpg,8 Reales
,Silver,G,0.0,oM P,,Mexico,Felipe IV,26.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT02676-003.jpg,8 Reales
Yr,Silver,P,1651.0,,,Seville,Felipe IV,5.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT02997-002.jpg,2 Reales
Yr,Silver,P Corroded,1651.0,,,Seville,Felipe IV,4.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT02998-004.jpg,2 Reales
,Silver,G,1650.0,S R,,Seville,Felipe IV,12.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03008-004.jpg,4 Reales
,Silver,aG,1650.0,,,Seville,Felipe IV,12.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03014-004.jpg,4 Reales
,Silver,aG,1650.0,,,Seville,Felipe IV,11.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03016-010.jpg,4 Reales
Yr 971,Silver,aG,1653.0,P,Double Struck,Potosi,Felipe IV,23.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03053-004.jpg,8 Reales
,Silver,P,1652.0,,,Santa Fe,Felipe IV,14.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03072-010.jpg,8 Reales
Yr,Silver,P Corroded,1650.0,,,Santa Fe,Felipe IV,14.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03076-009.jpg,8 Reales
Yr,Silver,P,1650.0,,Typical castles form w/ tall turrets Mint Royal Mint,Segovia,Felipe,19.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03084-004.jpg,8 Reales
,Silver,P Corroded,1588.0,,15 ?,Segovia,Felipe,11.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/GT03086-010.jpg,8 Reales
