Catalogue,Composition,Condition,Date,Mint_Mark,Other_Details,Province_Mint,Soverign_Issuer,Weight,wreck,image_url,type
,Silver,gP/G Corroded,0.0,,,Mexico,Felipe V,10.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14814-001.jpg,4 Reales
,Silver,G,0.0,,,Mexico,Felipe V,13.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14815-001.jpg,4 Reales
,Silver,P Corroded,0.0,,,Mexico,Unknown,12.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14816-001.jpg,4 Reales
,Silver,F,0.0,,,Mexico,Felipe V,13.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14817-001.jpg,4 Reales
,Silver,,0.0,,,Unidentified,Unknown,26.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14818-001.jpg,8 Reales
,Silver,gG Corroded,0.0,,,Mexico,Unknown,25.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14819-001.jpg,8 Reales
,Silver,gG Corroded,0.0,,,Mexico,Felipe V,24.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14820-001.jpg,8 Reales
,Silver,Corroded,0.0,,,Mexico,Felipe V,25.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14823-001.jpg,8 Reales
,Silver,Corroded,0.0,,,Mexico,Felipe V,23.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14824-001.jpg,8 Reales
,Silver,gG Corroded,0.0,,,Mexico,Unknown,25.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14827-001.jpg,8 Reales
,Silver,G Corroded,0.0,,,Mexico,Felipe V,25.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14834-001.jpg,8 Reales
,Silver,gG Corroded,0.0,,,Mexico,Felipe V,25.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14835-001.jpg,8 Reales
,Silver,G/VG Corroded,0.0,,,Mexico,Unknown,25.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14839-001.jpg,8 Reales
,Silver,gF/VG Corroded,0.0,,,Mexico,Felipe V,24.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14844-001.jpg,8 Reales
,Silver,VG Corroded,0.0,Assayer L,,Mexico,Unknown,24.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14845-001.jpg,8 Reales
,Silver,gG/VG,0.0,,,Mexico,Felipe V,25.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14848-001.jpg,8 Reales
,Silver,G Corroded,0.0,,,Mexico,Felipe,13.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14849-001.jpg,4 Reales
,Silver,VG Corroded,0.0,,very crude (forgery),Mexico,Carlos II,23.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14851-001.jpg,8 Reales
,Silver,gF Corroded,0.0,Assayer J,,Mexico,Felipe V,26.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14854-001.jpg,8 Reales
,Silver,F,0.0,,,Mexico,Unknown,26.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14855-001.jpg,8 Reales
,Silver,VG,0.0,,,Mexico,Felipe V,24.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14856-001.jpg,8 Reales
,Silver,VG,0.0,Assayer J,,Mexico,Felipe V,26.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14859-001.jpg,8 Reales
,Silver,gVG Corroded,0.0,,,Mexico,Felipe V,27.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14860-001.jpg,8 Reales
,Silver,gVG Corroded,0.0,,,Mexico,Felipe V,27.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14861-001.jpg,8 Reales
,Silver,G/VG Corroded,0.0,,,Mexico,Unknown,27.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14862-001.jpg,8 Reales
,Silver,G/VG Corroded,0.0,Assayer J,,Mexico,Unknown,25.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14863-001.jpg,8 Reales
,Silver,gF,0.0,,,Mexico,Felipe V,27.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14864-001.jpg,8 Reales
,Silver,VG Corroded,0.0,,,Mexico,Unknown,25.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14866-001.jpg,8 Reales
,Silver,,0.0,,,Mexico,Felipe V,26.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14867-001.jpg,8 Reales
,Silver,P Corroded,0.0,,,Mexico,Unknown,25.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14868-001.jpg,8 Reales
,Silver,VG,0.0,,,Mexico,Felipe V,27.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14869-001.jpg,8 Reales
,Silver,F/VG Corroded,0.0,,,Mexico,Felipe V,25.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14870-001.jpg,8 Reales
,Silver,VG Corroded,0.0,,,Mexico,Unknown,26.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14872-001.jpg,8 Reales
,Silver,VG Corroded,0.0,,,Mexico,?,26.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14873-001.jpg,8 Reales
,Silver,G,0.0,,,Mexico,Felipe V,25.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14874-001.jpg,8 Reales
,Silver,G,0.0,,,Mexico,Felipe V,25.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14877-001.jpg,8 Reales
,Silver,VG Corroded,0.0,,,Mexico,Unknown,27.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14878-001.jpg,8 Reales
,Silver,F,0.0,,,Mexico,Unknown,26.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14880-001.jpg,8 Reales
,Silver,G,0.0,,,Mexico,Felipe V,26.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14881-001.jpg,8 Reales
,Silver,G,0.0,,,Mexico,Felipe V,26.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14882-001.jpg,8 Reales
,Silver,F Corroded,0.0,,,Mexico,Carlos II,26.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14883-001.jpg,8 Reales
,Silver,gF,0.0,,,Mexico,Felipe V,26.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14886-001.jpg,8 Reales
,Silver,P Corroded,0.0,,,Mexico,Unknown,23.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14890-001.jpg,8 Reales
,Silver,G Corroded,0.0,,,Mexico,Unknown,25.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14891-001.jpg,8 Reales
,Silver,VG Corroded,0.0,,,Mexico,Felipe V,26.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14892-001.jpg,8 Reales
,Silver,G/P Corroded,0.0,,,Mexico,Felipe V,25.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14909-001.jpg,8 Reales
,Silver,G,0.0,Assayer L,,Mexico,Unknown,25.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14910-001.jpg,8 Reales
,Silver,G Corroded,0.0,,,Mexico,Unknown,24.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14912-001.jpg,8 Reales
,Silver,G,0.0,,,Mexico,Felipe V,26.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14913-001.jpg,8 Reales
,Silver,G/VG Corroded,0.0,,,Mexico,Felipe V,26.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14914-001.jpg,8 Reales
,Silver,gG/VG,0.0,,,Mexico,Felipe V,26.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14915-001.jpg,8 Reales
,Silver,gG/P,0.0,,,Mexico,Felipe V,25.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14916-001.jpg,8 Reales
,Silver,,0.0,,No design,Mexico,Unknown,24.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14917-001.jpg,8 Reales
,Silver,VG,0.0,,,Mexico,Carlos II,26.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14924-001.jpg,8 Reales
,Silver,P/G Corroded,0.0,,,Mexico,Unknown,25.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14928-001.jpg,8 Reales
,Silver,aF/G,0.0,,Cut,Mexico,Felipe V,27.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/ZT14934-001.jpg,8 Reales
Yr 641,Silver,G,1771.0,FF,"1. Pillar Dollar Silver 93%
2. Coin sampled on 20/04/16 by J.Green.
3. Coin sampled on 01/06/16 by J.Green.
4. Coin sampled on 15/03/17 by J.Green.",Mexico,Carlos III,19.0,Rapid,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/RP17821-001.jpg,8 Reales
Yr 641,Silver,P,1771.0,FF,"1. Silver 93%
2. Coin sampled on 20/04/16 by J.Green.
3. Coin sampled on 01/06/16 by J.Green.
4. Coin sampled on 15/03/17 by J.Green.",Mexico,Carlos III,19.0,Rapid,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/RP17822-001.jpg,8 Reales
Yr 629,Silver,P,1762.0,MM,"1. Silver 93%
2. Coin sampled on 20/04/16 by J.Green.
3. Coin sampled on 01/06/16 by J.Green.
4. Coin sampled on 15/03/17 by J.Green.",Mexico,Carlos III,19.0,Rapid,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/RP17865-001.jpg,8 Reales
Yr 647,Silver,G,1774.0,FM,"1. Silver 93%
2. Coin sampled on 20/04/16 by J.Green.
3. Coin sampled on 01/06/16 by J.Green.
4. Coin sampled on 15/03/17 by J.Green.",Mexico,Carlos III,21.0,Rapid,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/RP17875-001.jpg,8 Reales
Yr 647,Silver,G,1774.0,FM,"1. Silver 93%
2. Coin sampled on 20/04/16 by J.Green.
3. Coin sampled on 01/06/16 by J.Green.
4. Coin sampled on 15/03/17 by J.Green.",Mexico,Carlos III,21.0,Rapid,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/RP17876-001.jpg,8 Reales
Yr 647,Silver,G,1774.0,FM,"1. Silver 93%
2. Coin sampled on 20/04/16 by J.Green.
3. Coin sampled on 01/06/16 by J.Green.
4. Coin sampled on 15/03/17 by J.Green.",Mexico,Carlos III,22.0,Rapid,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/RP17877-001.jpg,8 Reales
Yr 649,Silver,VP,1776.0,FM,Silver 93%,Mexico,Carlos III,14.0,Rapid,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/RP17881-001.jpg,8 Reales
Yr 649,Silver,P,1776.0,FM,Silver 93%,Mexico,Carlos III,24.0,Rapid,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/RP17882-001.jpg,8 Reales
Yr 659,Silver,VG,1784.0,FF,"1. Silver 93%
2. Coin sampled 19/04/16 by J.Green.
3. Coin sampled on 01/06/16 by J.Green.
4. Coin sampled on 15/03/17 by J.Green.",Mexico,Carlos III,23.0,Rapid,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/RP17905-001.jpg,8 Reales
Yr 659,Silver,aF,1784.0,FF,"1. Silver 93%
2. Coin sampled on 19/04/16 by J.Green
3. Coin sampled on 01/06/16 by J.Green.
4. Coin sampled on 15/03/17 by J.Green.",Mexico,Carlos III,22.0,Rapid,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/RP17906-001.jpg,8 Reales
Yr 660,Silver,aF,1784.0,FM,"1. Silver 93%
2. Coin sampled on 19/04/16 by J.Green.
3. Coin sampled on 01/06/16 by J.Green.
4. Coin sampled on 15/03/17 by J.Green.",Mexico,Carlos III,24.0,Rapid,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/RP17907-001.jpg,8 Reales
Yr 660,Silver,aF,1784.0,FM,"1. Silver 93%
2. Coin sampled on 19/04/16 by J.Green.
3. Coin sampled on 01/06/16 by J.Green.
4. Coin sampled on 15/03/17 by J.Green.",Mexico,Carlos III,24.0,Rapid,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/RP17908-001.jpg,8 Reales
Yr 660,Silver,aF,1784.0,FM,"1. Silver 93%
2. Coin sampled on 19/04/16 by J.Green.
3. Coin sampled on 01/06/16 by J.Green.
4. Coin sampled on 15/03/17 by J.Green.",Mexico,Carlos III,25.0,Rapid,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/RP17909-001.jpg,8 Reales
Yr 683,Silver,P,1801.0,FT,Ag  916,Mexico,Carlos IV,22.0,Rapid,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/RP17981-001.jpg,8 Reales
Yr 683,Silver,VP,1802.0,FT,Ag  916,Mexico,Carlos IV,15.0,Rapid,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/RP17992-002.jpg,8 Reales
Yr 1138,Silver,P,1778.0,PR,Ag  93,Potosi,Carlos III,22.0,Rapid,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/RP18041-001.jpg,8 Reales
Yr 1141,Silver,G,1781.0,PR,Ag  93,Potosi,Carlos III,20.0,Rapid,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/RP18045-001.jpg,8 Reales
Yr 1147,Silver,G,1787.0,PR,Ag  93,Potosi,Carlos III,23.0,Rapid,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/RP18051-001.jpg,8 Reales
Yr 1147,Silver,G,1787.0,PR,Ag  93,Potosi,Carlos III,21.0,Rapid,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/RP18052-001.jpg,8 Reales
Yr 1166,Silver,P,1804.0,PJ,Ag  93,Potosi,Carlos IV,20.0,Rapid,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/RP18145-001.jpg,8 Reales
Dav. 5289,Silver,aF,1621.0,,Ferdinand II DG.ROM.IMP.SEP. ANGUS.* - Maneta.Nova.Reif.Francofurtinuis ??? 1622,Frankfurt,Ferdinand II,27.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT00410-001.jpg,Taler
9729,Silver,aVF,1541.0,T,Date of Acquisition: 14/1/04,Sachsen,Unknown,26.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT07732-001.jpg,Taler
Dav. 5291,Silver,F,1624.0,,Date on + side,Frankfurt - City Republic,Ferdinand II,27.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05264-001.jpg,Taler
Dav. 5290,Silver,VF/aVF some damage,1623.0,,,Frankfurt - City Republic,Ferdinand II,28.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT05257-001.jpg,Taler
Dav. 6405,Silver,VP,1624.0,HR,,Braunschweig - Luneburg - Harburg,Wilhelm Duke Brunswick,24.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/BAT07639-001.jpg,Taler
,Silver,G,1806.0,TH,"Near main coin concretion, surface collection.  NRC 39 A-I.  Third missing",Mexico,Carlos IV,15.0,Correio da Azia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/NRC00039C-001.jpg,8 Reales
,,G/VG,1803.0,PJ,from coin concretion.  Coin Roll NRC 44.405-417 BB,Potosi,Carlos IV,24.0,Correio da Azia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/NRC00044.407BB-001.jpg,8 Reales
,Silver,gG,1797.0,PP,from coin concretion.   1/5 piece missingcorrosion,Potosi,Carlos IV,20.0,Correio da Azia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/NRC00044.447-001.jpg,8 Reales
,Silver,G,1806.0,TH,from coin concretion.   Coin roll NRC 461-463Corrosion,Mexico,Carlos IV,22.0,Correio da Azia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/NRC00044.461A-001.jpg,8 Reales
,Silver,,1810.0,HJ,from coin concretion.   Coin roll NRC 44.543-54820% missing,Mexico,Fernando VII,21.0,Correio da Azia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/NRC00044.547-001.jpg,8 Reales
,Silver,G,1798.0,FM,from coin concretion.   Coin roll  NRC 44.207-227 M. Badly corroded reverse. Medium corroded obverse. Small rim pieces missing,Mexico,Carlos IV,22.0,Correio da Azia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/NRC00044.221-001.jpg,8 Reales
,,G,1803.0,FT,from coin concretion.   Coin roll  NRC 44.331-342 U. Recent scratch (staple?).Some Darkening.,Mexico,Carlos IV,24.0,Correio da Azia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/NRC00044.338LL-001.jpg,8 Reales
,,G/aG,1789.0,PR,from coin concretion.   Coin roll  NRC 44.331-342 USome Darkening.,Potosi,Carlos III,24.0,Correio da Azia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/NRC00044.342U-001.jpg,8 Reales
,,,1619.0,,,Hamburg,Mathew,22.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01600-C.jpg,Taler
13/77/1,,,1622.0,,,West Friesland,Unknown,26.0,,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01601-C.jpg,Rijksdaalder
,,,1621.0,,File: 13/77/1,Hamburg,Ferdinand II,23.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01602-C.jpg,Taler
,,,1601.0,,File: 13/77/1,Holland,Unknown,26.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01604-C.jpg,Rijksdaalder
,,,1559.0,,,Unidentified,Unknown,25.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01605-C.jpg,Taler
,,,1625.0,,,West Friesland,Unknown,28.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01606-A.jpg,Rijksdaalder
,,,0.0,,,Frankfurt,Unknown,21.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01607-C.jpg,Taler
,,,1621.0,,,Hamburg,Unknown,25.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01608-C.jpg,Taler
,,,1568.0,,,Unidentified,Unknown,23.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01609-C.jpg,Taler
,,,1619.0,,,Utrecht,Unknown,27.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01610-C.jpg,Rijksdaalder
,,,1620.0,,,Overijssel,Unknown,21.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01611-C.jpg,Rijksdaalder
,,,0.0,,,Sachsen,Unknown,22.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01612-C.jpg,Taler
,,,1609.0,,Possibly Saxony,Unidentified,Unknown,23.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01613-C.jpg,Taler
,,,1620.0,,,Utrecht,Unknown,26.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01614-C.jpg,Rijksdaalder
,,,0.0,,,Unidentified,Unknown,22.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01615-C.jpg,Taler
,,,1620.0,,Corroded,Utrecht,Unknown,20.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01616-C.jpg,Rijksdaalder
,,,1623.0,,Corroded,Holland,Unknown,22.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01617-C.jpg,Rijksdaalder
,,,1622.0,,Corroded,West Friesland,Unknown,25.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01618-C.jpg,Rijksdaalder
,,,0.0,,,Frankfurt,Ferdinand II,26.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01619-C.jpg,Taler
,,,0.0,,Corroded,Utrecht,Unknown,25.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01620-C.jpg,Rijksdaalder
,,,0.0,,,Braunschweig,Julius Duke Brunswick and Luxemburg,25.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01621-C.jpg,Taler
,,,0.0,,Corroded,Unidentified,Unknown,19.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01622-C.jpg,Rijksdaalder
,,,1622.0,,Corroded,Unidentified,Unknown,22.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01623-C.jpg,Rijksdaalder
,,,0.0,,,Unidentified,Unknown,24.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01624-C.jpg,Rijksdaalder
,,,0.0,,,Unidentified,Unknown,18.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01625-C.jpg,Taler
,,,1650.0,,,West Friesland,Unknown,27.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01626-C.jpg,Rijksdaalder
